num_etab;ine;code_diplome;c_jour_nais;c_mois_nais;c_annee_nais;c_annee_bac;c_serie_bac;c_sexe;c_nation;c_double_diplome;c_a_enqueter;statut_reponse;date_reponse;q2_1;q2_2;q2_3;q2_4a;q2_4_1;q2_4_2;q2_4_3;q2_4_4;q2_4_5;q2_4_6;q2_4_7;q2_5;q3_1_1;q3_1_2;q4_1;q4_2s;q4_2r;q4_3;q5_1;q5_2;q5_3;q5_4;q6_1;q6_2;q6_3;q6_4;q6_5;q6_6s;q6_6r;q6_7;q6_8;q6_9;q6_10;q6_11;q6_12;q6_13;q6_14a;q6_14b;q6_15;q6_16;q6_17;q7_1;q8_1;q8_2s;q8_2r;q8_3;q8_4;q8_5;q8_6;q8_7;region_bac;effectifsEmployeur;libdip1;libdip2;libdip3;annee
633;60931;2210694;NA;NA;NA;NA;;f;;NA;;4;5122015;62013;3;1;1;2;2;2;2;2;2;1;2;2;2;3;NA;NA;3;1;72013;82013;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;7;7;1;NA;1127;2;NA;85;plus de 500;LICENCE PRO;tlcc;yhxiqc;2014
634;60931;2225901;NA;NA;NA;2006;;f;;NA;;4;11122015;122013;2;3;2;2;2;2;2;2;2;2;2;3;2;3;NA;NA;1;NA;NA;NA;NA;1;2;52014;direction générale des marchés à la banque centrale;5;2;2;1;NA;800;1;200;2;6;99;336;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;46;Aucun salariÃ©;MASTER LMD;lvjn;onamyu;2014
635;60931;2225901;NA;NA;NA;NA;;h;;NA;;5;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;de 3 Ã  9;MASTER LMD;lvjn;onamyu;2013
636;60931;2225901;NA;NA;NA;NA;;f;;NA;;4;1032016;62013;1;3;2;2;2;2;2;2;2;2;2;3;2;3;NA;NA;2;1;62015;112015;112015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;36;de 3 Ã  9;MASTER LMD;lvjn;onamyu;2014
637;60931;2225901;NA;NA;NA;2008;;f;;NA;;5;5022016;72013;3;NA;NA;2;2;2;2;2;2;2;2;NA;NA;3;NA;NA;2;2;NA;NA;62015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;30;de 50 Ã  499;MASTER LMD;lvjn;onamyu;2014
638;60931;2225901;NA;NA;NA;2007;;f;;NA;;5;7032016;52013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;Assistante commerciale;3;7;7;1;NA;790;1;790;4;4;99;208;2;42014;122014;1;5;7;7;1;NA;320;2;NA;73;Aucun salariÃ©;MASTER LMD;lvjn;onamyu;2013
639;60931;2225901;NA;NA;NA;2007;;f;;NA;;4;1032016;62013;3;3;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;3;1;102013;82015;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;7;7;2;80;600;2;NA;87;de 3 Ã  9;MASTER LMD;lvjn;onamyu;2014
640;60931;2225901;NA;NA;NA;NA;;f;;NA;;4;23122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32013;assistant trader;3;2;2;1;NA;2500;1;8000;4;6;6;NA;1;NA;NA;1;3;2;2;1;NA;2500;1;8000;90;de 10 Ã  49;MASTER LMD;lvjn;onamyu;2013
641;60931;2225901;NA;NA;NA;2007;;f;;NA;;4;23122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;de 3 Ã  9;MASTER LMD;lvjn;onamyu;2015
642;60931;2216646;NA;NA;NA;NA;;h;;NA;;4;5122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;conseiller professionnel;3;2;2;1;NA;1830;1;8000;4;6;97;NA;1;NA;NA;1;3;2;2;1;NA;1830;1;8000;76;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2015
643;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;24122015;92013;3;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32015;Chargée d'études ;5;4;4;1;NA;1900;2;NA;4;6;34;NA;2;92012;92013;2;NA;NA;NA;NA;NA;NA;NA;NA;29;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2015
644;60931;2216646;NA;NA;NA;NA;;h;;NA;;4;12122015;122013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32015;Conseiller vente accueille ;5;7;7;1;NA;1232;1;668;4;6;6;NA;2;92013;42014;1;5;7;7;1;NA;1800;2;NA;38;plus de 500;MASTER ENS;tlcc;nteeug;2013
645;60931;2216646;NA;NA;NA;NA;;h;;NA;;5;10122015;62013;3;3;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12015;Conseiller clientèle professionnels;3;2;2;1;NA;1800;1;4000;4;6;6;NA;2;112013;12015;1;5;4;4;1;NA;1650;1;3000;10;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2015
646;60931;2216646;NA;NA;NA;NA;;h;;NA;;5;11122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Gérant d'une societe en courtage de prêt ;1;2;2;1;NA;2000;1;6000;1;6;83;NA;1;NA;NA;1;1;2;2;1;NA;1500;1;3500;16;de 50 Ã  499;MASTER ENS;tlcc;nteeug;2015
647;60931;2216646;NA;NA;NA;NA;;f;;NA;;4;22122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42013;gérant ;1;2;2;1;NA;NA;1;NA;1;6;83;NA;1;NA;NA;1;1;2;2;1;NA;NA;NA;NA;91;plus de 500;MASTER ENS;tlcc;nteeug;2013
648;60931;2216646;NA;NA;NA;NA;;h;;NA;;5;15012016;92013;1;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32014;Associée société de transport;1;NA;NA;1;NA;3000;1;2000;4;4;6;NA;1;NA;NA;1;1;NA;NA;1;NA;1500;2;NA;29;de 3 Ã  9;MASTER ENS;tlcc;nteeug;2015
649;60931;2216646;NA;NA;NA;NA;;f;;NA;;4;12122015;112013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112014;ANALYSTE DE PORTE-FEUILLE;3;7;7;1;NA;2600;2;NA;4;6;99;138;2;22014;62014;1;NA;NA;NA;NA;NA;NA;NA;NA;37;de 3 Ã  9;MASTER ENS;tlcc;nteeug;2015
650;60931;2216646;NA;NA;NA;NA;;h;;NA;;5;2122015;102013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102014;Auditeur financier;3;2;2;1;NA;2100;1;2100;4;6;92;NA;2;92014;92014;1;3;2;2;1;NA;1980;1;1980;92;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2013
651;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2015
652;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;18122015;92013;3;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22015;chargé de midle office entreprise ;3;2;2;1;NA;2100;NA;NA;4;6;92;NA;2;102013;62014;2;NA;NA;NA;NA;NA;NA;NA;NA;6;plus de 500;MASTER ENS;tlcc;nteeug;2014
653;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;2122015;112013;3;2;2;2;2;2;2;2;2;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112014;Fixed income and structured products advisor;3;2;2;1;NA;3500;1;25000;4;6;98;NA;2;72013;32014;1;5;2;2;1;NA;2500;2;NA;47;de 3 Ã  9;MASTER ENS;tlcc;nteeug;2015
654;60931;2216646;NA;NA;NA;NA;;h;;NA;;4;21012016;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12014;Conseiller clientèle professionnelle.;3;4;4;1;NA;1600;1;4000;4;6;6;NA;1;NA;NA;1;5;4;4;1;NA;1200;1;3000;65;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2015
655;60931;2216646;NA;NA;NA;NA;;h;;NA;;5;2122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Sous-directeur d'agence banque populaire ;3;2;2;1;NA;1945;1;4000;4;6;6;NA;1;NA;NA;1;3;7;7;1;NA;1800;1;3000;83;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2015
656;60931;2216646;NA;NA;NA;NA;;h;;NA;;4;21012016;102013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122014;Inspectrice Banquaire;5;2;2;1;NA;1950;2;NA;4;6;75;NA;1;NA;NA;1;5;2;2;1;NA;1950;2;NA;4;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2014
657;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;17122015;92013;1;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;112014;112015;112015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;11;7;7;2;60;650;2;NA;5;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2014
658;60931;2216646;NA;NA;NA;NA;;h;;NA;;4;4032016;102013;3;3;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22016;assistant banque et privé ;5;7;7;1;NA;2240;1;NA;4;6;98;NA;2;102012;32015;1;1;2;2;2;50;2500;2;NA;30;de 3 Ã  9;MASTER ENS;tlcc;nteeug;2014
659;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;5122015;92013;2;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;Chargée de conformité;5;7;7;1;NA;2000;1;2000;4;6;99;138;2;92013;92014;1;5;7;7;1;NA;2000;1;2000;69;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2013
660;60931;2216646;NA;NA;NA;NA;;h;;NA;;5;11122015;122013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;Conseiller financier;3;4;4;1;NA;1600;1;7000;4;6;6;NA;1;NA;NA;1;3;7;7;1;NA;1200;1;4000;58;plus de 500;MASTER ENS;tlcc;nteeug;2013
661;60931;2216646;NA;NA;NA;NA;;f;;NA;;4;12122015;122013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;52015;auditeur interne;3;7;7;1;NA;1500;1;1500;4;6;6;NA;1;NA;NA;1;5;7;7;1;NA;1300;1;1300;39;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2014
662;60931;2216646;NA;NA;NA;NA;;h;;NA;;4;1032016;92013;3;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;conseiller clientèle professionnelle ;3;2;2;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;1;3;2;2;1;NA;1008;1;NA;23;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2014
663;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;72015;Analyste risque crédit ;3;2;2;1;NA;1700;1;3000;4;6;6;NA;2;92013;42015;1;5;7;7;1;NA;1550;1;2500;27;de 50 Ã  499;MASTER ENS;tlcc;nteeug;2013
664;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;19032016;82013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Conseiller de clientèle professionnelle;3;2;2;1;NA;1700;1;1700;4;6;83;NA;1;NA;NA;1;3;2;2;1;NA;2000;1;2000;89;de 50 Ã  499;MASTER ENS;tlcc;nteeug;2015
665;60931;2216646;NA;NA;NA;NA;;h;;NA;;4;12122015;72013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122013;assistant technico-commercial à la banque ;3;7;7;1;NA;2000;1;4500;4;6;6;NA;1;NA;NA;1;5;7;7;1;NA;2000;1;4500;24;plus de 500;MASTER ENS;tlcc;nteeug;2015
666;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;23012016;112013;3;3;2;2;2;2;2;2;2;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112015;Portfolio Analyst, Investor Relations;3;2;2;1;NA;5180;1;25000;4;6;99;140;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;59;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2013
667;60931;2216646;NA;NA;NA;NA;;f;;NA;;5;2122015;92013;3;3;2;2;2;2;2;2;2;2;2;NA;NA;3;NA;NA;1;NA;NA;NA;NA;2;NA;52015;Cash collection analyst;5;NA;NA;1;NA;1700;2;NA;4;6;99;136;2;102013;42014;3;NA;NA;NA;NA;NA;NA;NA;NA;47;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2013
668;60931;2216646;NA;NA;NA;2004;;h;;NA;;5;2022016;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12015;CDO analyst senior-Officer;3;2;2;1;NA;4131;1;2900;4;6;99;132;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;66;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2015
669;60931;2216646;NA;NA;NA;2006;;h;;NA;;5;2122015;92013;3;3;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Customer Care Manager;3;2;2;1;NA;6000;NA;NA;4;6;99;140;1;NA;NA;1;3;2;2;1;NA;5600;NA;NA;28;Aucun salariÃ©;MASTER ENS;tlcc;nteeug;2013
670;60931;2216646;NA;NA;NA;NA;;f;;NA;;4;23122015;92013;3;3;2;2;2;2;2;2;2;2;2;2;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;consultant ;9;2;2;1;NA;1500;2;NA;4;13;NA;NA;2;102013;82014;3;NA;NA;NA;NA;NA;NA;NA;NA;84;de 10 Ã  49;MASTER ENS;tlcc;nteeug;2014
671;60931;2216646;NA;NA;NA;NA;;f;;NA;;4;23122015;102013;1;3;2;2;2;2;2;2;2;2;2;2;3;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;de 3 Ã  9;MASTER ENS;tlcc;nteeug;2013
672;60931;2216646;NA;NA;NA;NA;;f;;NA;;4;10122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42015;responsable financement;5;4;4;1;NA;2000;1;NA;4;6;80;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;63;de 3 Ã  9;MASTER ENS;tlcc;nteeug;2014
673;60931;2215124;2;3;1990;2008;ES;f;f;NA;;4;22122015;42013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;72014;assistant marketing ;3;7;7;1;NA;NA;2;NA;4;2;6;NA;1;NA;NA;1;3;7;7;1;NA;NA;2;NA;6;de 10 Ã  49;LICENCE PRO;ssin;vfqtvf;2014
674;60931;2215124;NA;NA;NA;NA;;h;;NA;;5;11122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;Consultante en organisation ;3;2;2;1;NA;2450;2;NA;4;13;75;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;75;de 3 Ã  9;LICENCE PRO;ssin;vfqtvf;2013
675;60931;2215124;NA;NA;NA;NA;;h;;NA;;5;2122015;92013;1;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22015;Google adwords strategist;3;7;7;1;NA;1800;NA;NA;4;5;99;136;2;92013;122013;1;3;7;7;1;NA;1700;NA;NA;77;Aucun salariÃ©;LICENCE PRO;ssin;vfqtvf;2013
676;60931;2215124;9;11;1989;2008;ES;f;f;NA;;4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62014;assistant commercial export ;3;7;7;1;NA;1450;1;500;4;4;1;NA;2;112013;122013;1;3;7;7;1;NA;1350;2;NA;90;Aucun salariÃ©;LICENCE PRO;ssin;vfqtvf;2014
677;60931;2215124;10;1;1990;2008;ES;f;f;NA;;4;10122015;122013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32014;cadre ressource humaine;3;2;2;1;NA;1900;1;1900;4;3;92;NA;1;NA;NA;1;3;2;2;1;NA;1900;1;1900;84;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2014
678;60931;2215124;NA;NA;NA;NA;;h;;NA;;4;12122015;112013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;manœuvre sur chantier ;7;6;6;1;NA;1350;1;260;4;3;6;NA;2;32014;52015;1;3;7;7;1;NA;1500;1;8000;7;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2013
679;60931;2215124;NA;NA;NA;NA;;f;;NA;;4;11122015;92013;3;3;NA;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;assistant administration;3;7;7;1;NA;1400;2;NA;NA;4;6;NA;1;NA;NA;1;3;7;7;1;NA;1400;2;NA;2;plus de 500;LICENCE PRO;ssin;vfqtvf;2015
680;60931;2215124;NA;NA;NA;NA;;f;;NA;;5;5122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22015;Account Manager groupes et seminaires;3;7;7;1;NA;1680;1;4800;4;4;92;NA;2;12014;122014;1;5;7;7;1;NA;1350;2;NA;73;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2015
681;60931;2215124;NA;NA;NA;NA;;h;;NA;;4;30012016;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;Responsable service client;3;4;4;1;NA;1750;1;2100;4;11;6;NA;1;NA;NA;1;3;7;7;1;NA;1550;2;NA;31;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2013
682;60931;2215124;NA;NA;NA;NA;;h;;NA;;4;22122015;102013;1;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;Aucun salariÃ©;LICENCE PRO;ssin;vfqtvf;2015
683;60931;2215124;NA;NA;NA;NA;;h;;NA;;5;2122015;92013;3;3;2;2;2;2;2;2;2;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62015;Chef de zone Asie;12;NA;NA;1;NA;3900;2;NA;4;NA;99;216;2;92013;122013;1;3;NA;NA;1;NA;1700;NA;NA;98;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2015
684;60931;2215124;NA;NA;NA;NA;;h;;NA;;4;5122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;62013;112014;112014;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;94;Aucun salariÃ©;LICENCE PRO;ssin;vfqtvf;2015
685;60931;2215124;NA;NA;NA;NA;;h;;NA;;4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112015;assistant gestion projet ;5;4;4;1;NA;1850;2;NA;4;5;6;NA;2;92014;12015;1;NA;NA;NA;NA;NA;NA;NA;NA;51;plus de 500;LICENCE PRO;ssin;vfqtvf;2015
686;60931;2215124;NA;NA;NA;NA;;h;;NA;;4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;commerciale sédentaire ;3;7;7;1;NA;1200;1;10000;4;4;6;NA;1;NA;NA;1;3;7;7;1;NA;1800;1;6000;78;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2014
687;60931;2215124;NA;NA;NA;2008;;h;;NA;;5;23012016;102013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;assistante confirmée;3;7;7;1;NA;1600;1;20000;4;6;6;NA;1;NA;NA;1;3;7;7;1;NA;1500;2;NA;56;plus de 500;LICENCE PRO;ssin;vfqtvf;2013
688;60931;2215124;NA;NA;NA;2007;;h;;NA;;5;2122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62014;Ingénieur d'études;3;2;2;1;NA;1850;2;NA;4;7;6;NA;2;102012;102013;1;3;2;2;1;NA;1800;2;NA;71;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2015
689;60931;2215124;NA;NA;NA;NA;;f;;NA;;4;30012016;122013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;52014;102014;102014;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;30;de 50 Ã  499;LICENCE PRO;ssin;vfqtvf;2015
690;60931;2215124;NA;NA;NA;2008;;f;;NA;;4;2022016;102013;3;3;2;2;2;2;2;2;2;2;2;NA;NA;3;NA;NA;1;NA;NA;NA;NA;2;NA;122013;Assistante de direction ;3;4;4;1;NA;1500;1;NA;4;2;99;127;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;45;plus de 500;LICENCE PRO;ssin;vfqtvf;2014
691;60931;2210329;NA;NA;NA;NA;;f;;NA;;5;9122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;22014;102015;102015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;7;7;1;NA;1400;2;NA;60;plus de 500;DUT;smyo;kjwzpw;2014
692;60931;2210329;NA;NA;NA;NA;;h;;NA;;4;15122015;82013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;ingénieur qualité hygiène sécurité environnement radio-protection ;3;2;2;1;NA;2000;1;20000;4;7;91;NA;1;NA;NA;1;3;2;2;1;NA;1950;1;20000;45;de 50 Ã  499;DUT;smyo;kjwzpw;2014
693;60931;2210329;NA;NA;NA;NA;;f;;NA;;5;22122015;102013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;92013;92014;92014;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;56;de 3 Ã  9;DUT;smyo;kjwzpw;2014
694;60931;2210329;NA;NA;NA;NA;;h;;NA;;4;15122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42013;responsable affiliation ;3;2;2;1;NA;2800;NA;NA;4;3;19;NA;2;42013;52015;1;3;2;2;1;NA;2000;NA;NA;71;de 3 Ã  9;DUT;smyo;kjwzpw;2014
695;60931;2210329;NA;NA;NA;NA;;h;;NA;;4;15122015;72013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;contrôleur de gestion ;3;2;2;1;NA;1800;1;1800;4;1;24;NA;2;122013;62014;1;3;2;2;1;NA;1700;2;NA;48;de 10 Ã  49;DUT;smyo;kjwzpw;2014
696;60931;2210329;NA;NA;NA;NA;;f;;NA;;5;NA;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;de 10 Ã  49;DUT;smyo;kjwzpw;2014
697;60931;2210329;NA;NA;NA;NA;;h;;NA;;4;15122015;92013;1;3;1;2;1;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22015;pilote métier projet ;3;2;2;1;NA;2300;NA;NA;4;2;78;NA;2;92013;22015;1;3;2;2;1;NA;2300;1;600;33;de 50 Ã  499;DUT;smyo;kjwzpw;2015
698;60931;2210329;NA;NA;NA;NA;;h;;NA;;5;3122015;92013;3;2;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;NA;boulot quasiement pas en lien avec mon cursus universitaire;5;7;7;2;50;735;NA;NA;5;11;NA;NA;2;42014;52014;2;NA;NA;NA;NA;NA;NA;NA;NA;43;de 10 Ã  49;DUT;smyo;kjwzpw;2013
699;60931;2210329;NA;NA;NA;NA;;f;;NA;;5;23122015;92013;3;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;32014;42015;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;4;4;1;NA;NA;1;NA;33;de 3 Ã  9;DUT;smyo;kjwzpw;2013
700;60931;2210329;NA;NA;NA;NA;;f;;NA;;5;22012016;112013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;Commercial sedentaire;3;7;7;1;NA;1500;1;22000;4;6;6;NA;1;NA;NA;1;3;7;7;1;NA;1500;1;22000;38;Aucun salariÃ©;DUT;smyo;kjwzpw;2014
